==1603== NVPROF is profiling process 1603, command: python vgg.py vgg19_bn
==1603== Profiling application: python vgg.py vgg19_bn
==1603== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,ms,,,,,,,,KB,B,MB,GB/s,,,,
2.148647,0.095169,,,,,,,,,,0.574219,5.892260,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883561,0.001920,,,,,,,,,,0.006592,3.352761,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883588,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883610,0.000833,,,,,,,,,,0.000244,0.286217,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883625,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883639,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883653,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883708,0.025152,,,,,,,,,,0.140625,5.459967,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883740,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883758,0.000800,,,,,,,,,,0.000244,0.298023,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883773,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883787,0.000800,,,,,,,,,,0.000244,0.298023,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.883800,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884347,0.073121,,,,,,,,,,0.281250,3.756215,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884427,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884445,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884458,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884472,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884485,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884594,0.092513,,,,,,,,,,0.562500,5.937721,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884694,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884710,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884725,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884738,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.884751,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885375,0.188482,,,,,,,,,,1.125000,5.828847,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885570,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885588,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885601,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885615,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.885628,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886217,0.415588,,,,,,,,,,2.250000,5.287125,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886640,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886657,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886669,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886682,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.886695,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887211,0.415653,,,,,,,,,,2.250000,5.286298,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887634,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887651,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887665,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887678,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.887691,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888194,0.414692,,,,,,,,,,2.250000,5.298548,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888616,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888633,0.001088,,,,,,,,,,0.000977,0.876539,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888648,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888662,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.888674,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.889156,0.902666,,,,,,,,,,4.500000,4.868391,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890066,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890087,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890101,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890115,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890128,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.890653,1.853300,,,,,,,,,,9.000000,4.742385,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.892514,0.001376,,,,,,,,,,0.001953,1.386155,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.892532,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.892545,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.892559,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.892571,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.893113,1.881300,,,,,,,,,,9.000000,4.671803,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895002,0.001408,,,,,,,,,,0.001953,1.354651,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895019,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895032,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895045,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895058,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.895614,1.862068,,,,,,,,,,9.000000,4.720055,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.897483,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.897500,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.897514,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.897527,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.897540,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.898014,1.843380,,,,,,,,,,9.000000,4.767906,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.899865,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.899883,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.899896,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.899910,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.899923,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.900407,1.852948,,,,,,,,,,9.000000,4.743286,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.902267,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.902285,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.902299,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.902312,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.902325,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
