==11417== NVPROF is profiling process 11417, command: python vgg.py vgg19
==11417== Profiling application: python vgg.py vgg19
==11417== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,ms,,,,,,,,KB,B,MB,GB/s,,,,
2.129574,0.095488,,,,,,,,,,0.574219,5.872576,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702140,0.001952,,,,,,,,,,0.006592,3.297798,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702167,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702221,0.024960,,,,,,,,,,0.140625,5.501967,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702254,0.000800,,,,,,,,,,0.000244,0.298023,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702786,0.047680,,,,,,,,,,0.281250,5.760449,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702841,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.702954,0.092513,,,,,,,,,,0.562500,5.937721,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.703054,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.703673,0.189184,,,,,,,,,,1.125000,5.807218,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.703869,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.704352,0.449153,,,,,,,,,,2.250000,4.892020,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.704809,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.705322,0.412385,,,,,,,,,,2.250000,5.328190,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.705742,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.706281,0.415585,,,,,,,,,,2.250000,5.287163,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.706703,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.707181,0.895458,,,,,,,,,,4.500000,4.907579,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.708084,0.001408,,,,,,,,,,0.001953,1.354651,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.708578,1.846468,,,,,,,,,,9.000000,4.759932,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.710432,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.710971,1.854404,,,,,,,,,,9.000000,4.739562,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.712834,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.713369,1.846757,,,,,,,,,,9.000000,4.759187,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.715223,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.715769,1.858788,,,,,,,,,,9.000000,4.728383,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.717636,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.718116,1.839652,,,,,,,,,,9.000000,4.777568,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.719964,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.720491,1.889668,,,,,,,,,,9.000000,4.651115,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.722388,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.722895,1.864228,,,,,,,,,,9.000000,4.714586,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.724767,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.725613,81.890613,,,,,,,,,,392.000000,4.674681,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.808321,0.003520,,,,,,,,,,0.015625,4.334883,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.809015,13.432254,,,,,,,,,,64.000000,4.652979,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.822544,0.003840,,,,,,,,,,0.015625,3.973643,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.823146,3.282759,,,,,,,,,,15.625000,4.648160,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.826437,0.001920,,,,,,,,,,0.003815,1.940255,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
11.232927,0.001472,,,,,,,,,,0.000107,0.070861,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
11.233408,0.324896,1568,2,1,8,8,1,63,2.250000,0,,,"Tesla K40c (0)","1","7","void cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, float const *, kernel_conv_params, int, float, float, int, float const *, float const *, int, int) [507]"
11.233737,0.147649,1,64,4,128,1,1,24,0.000000,0,,,"Tesla K40c (0)","1","7","void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float) [518]"
11.235706,0.127744,60,1,1,512,1,1,8,0.000000,0,,,"Tesla K40c (0)","1","7","void kernelPointwiseApply1<ThresholdUpdateOutputIP<float>, float, unsigned int, int=-2>(TensorInfo<ThresholdUpdateOutputIP<float>, float>, float, float) [530]"
11.236260,3.205031,1568,2,1,8,8,1,63,2.250000,0,,,"Tesla K40c (0)","1","7","void cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, float const *, kernel_conv_params, int, float, float, int, float const *, float const *, int, int) [562]"
11.239480,0.147072,1,64,4,128,1,1,24,0.000000,0,,,"Tesla K40c (0)","1","7","void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float) [573]"
