==1576== NVPROF is profiling process 1576, command: python vgg.py vgg16_bn
==1576== Profiling application: python vgg.py vgg16_bn
==1576== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,ms,,,,,,,,KB,B,MB,GB/s,,,,
2.150442,0.095201,,,,,,,,,,0.574219,5.890279,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560678,0.001920,,,,,,,,,,0.006592,3.352761,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560707,0.000864,,,,,,,,,,0.000244,0.275947,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560727,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560744,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560769,0.000928,,,,,,,,,,0.000244,0.256917,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560783,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560832,0.024993,,,,,,,,,,0.140625,5.494703,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560864,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560882,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560897,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560911,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.560924,0.000800,,,,,,,,,,0.000244,0.298023,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561468,0.047616,,,,,,,,,,0.281250,5.768191,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561523,0.001024,,,,,,,,,,0.000488,0.465661,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561541,0.000832,,,,,,,,,,0.000488,0.573122,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561555,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561569,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561582,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561723,0.101184,,,,,,,,,,0.562500,5.428886,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561832,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561847,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561862,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561875,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.561888,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562455,0.214689,,,,,,,,,,1.125000,5.117322,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562677,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562694,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562708,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562721,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.562734,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
10.563278,0.441572,,,,,,,,,,2.250000,4.976008,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
